0118	883	आयुर्वेदग्रन्थ	--	--	Paper	DN	9.7"x4"	8"x3.2"	14	45	152	--	Fair	--	foll. 1-72 missing. Begins abruptly, last folio torn, text damaged. The ms. contains list of medicines for various diseases with explantion in old Gujarati.	Medicine
0119	884	आयुर्वेदग्रन्थ	--	--	Paper	DN	9.8"x4"	8"x3.2"	14	48	55	--	Fair	--	Foll. 1-3  missing, Begins & ends abruptly. The ms. has list of medicines for various disecases with expl. in old Gujarati. Probably this & no. 883 above form part of one work.	Medicine
0120	970	भावप्रकाशसूचिपत्र	भावमिश्र	--	Paper	DN	11.5"x5.1"	11.2"x5"	--	six columns on both pages	1	--	Fair	--	Corners torn, text slightly damaged.	Medicine
0121	444	चरकसंहिता (रसविमानस्थान)	अग्निवेश	--	Paper	DN	11.2"x5.5"	9"x3.3"	12	47	39	--	Good	--	--	Medicine
0122	565	चरकसंहिता (सूत्रस्थान)	अग्निवेश	--	Paper	DN	11.3"x5.4"	9.3"x3.3"	12	44	95	--	Good	--	--	Medicine
0123	445	चिकित्साकलिकाव्याख्या	--	चन्द्रट	Paper	DN	10.4"x4.3"	8"x3.2"	9	42	174	--	Fair	V.S.1849	Foll. 1-28, 60-174 are old, moth eaten at ends which are restored by pasting slips of white paper. Foll. 29-59 comparatively modern. Patron: नृसिंह भट्ट.	Medicine
0124	880B	कालज्ञान	--	--	Paper	DN	11.4"x4.4"	9"x2.5"	10	45	1	--	Good	--	Patron: घनश्याम जडिय.	Medicine
0125	647	सन्निपातकलिका	वैद्य मथन सिंह	--	Paper	DN	8.5"x4.8"	7"x3"	9	20	14	रघुनाथ  s\o हिरजी	Fair	V.S. 1699	F. 5-9, 9-10 missing. The F. following no.7 bears two no.s 7,8. Text slightly damaged at the end.	Medicine
0126	248	वज्रत्रयोदशी - सटीक	--	--	Paper	DN	10.2"x5"	8.2"x3.2"	13	47	8	घनश्याम	Good	--	--	Medicine
0127	886	योगचिन्तामणि - वैद्यकसारसङ्ग्रहटीकासहित	हर्षकीर्ति	--	Paper	DN	10.9"x5.2"	8"x3.7"	10	32	128	--	Good	--	Explanation is in old Gujarati.	Medicine
